Tipo de Venta,Centro de Operaciones,Nro Documento,Fecha,Total
EVENTO RS,103,FV-00184177,25/04/2019,91632
EVENTO RS,103,FV-00184178,25/04/2019,46212
EVENTO RS,103,FV-00184179,25/04/2019,2670
EVENTO RS,103,FV-00184180,25/04/2019,97110
EVENTO RS,103,FV-00184182,25/04/2019,58410
EVENTO RS,103,FV-00184183,25/04/2019,13650
EVENTO RS,103,FV-00184184,25/04/2019,11340
EVENTO RS,103,FV-00184186,25/04/2019,15664
EVENTO RS,103,FV-00184188,25/04/2019,6363
EVENTO RS,103,FV-00184189,25/04/2019,21850
EVENTO RS,103,FV-00184190,25/04/2019,310341
EVENTO RS,103,FV-00184191,25/04/2019,131040
EVENTO RS,103,FV-00184192,25/04/2019,6060
EVENTO RS,103,FV-00184193,25/04/2019,42167880
EVENTO RS,103,FV-00184194,25/04/2019,53520
EVENTO RS,103,FV-00184195,25/04/2019,11792
EVENTO RS,103,FV-00184197,25/04/2019,81256
EVENTO RS,103,FV-00184198,25/04/2019,1168400
EVENTO RS,103,FV-00184199,25/04/2019,6810
EVENTO RS,103,FV-00184200,25/04/2019,46336
EVENTO RS,103,FV-00184201,25/04/2019,437631
EVENTO RS,103,FV-00184202,25/04/2019,2880
EVENTO RS,103,FV-00184203,25/04/2019,289553
EVENTO RS,103,FV-00184204,25/04/2019,3483
EVENTO RS,103,FV-00184205,25/04/2019,24750
EVENTO RS,103,FV-00184206,25/04/2019,7812
EVENTO RS,103,FV-00184208,25/04/2019,5832
EVENTO RS,103,FV-00184209,25/04/2019,28440
EVENTO RS,103,FV-00184210,25/04/2019,9150
EVENTO RS,103,FV-00184212,25/04/2019,2210550
EVENTO RS,103,FV-00184213,25/04/2019,110400
EVENTO RS,103,FV-00184214,25/04/2019,41728
EVENTO RS,103,FV-00184215,25/04/2019,474390
EVENTO RS,103,FV-00184216,25/04/2019,1988
EVENTO RS,103,FV-00184217,25/04/2019,8820
EVENTO RS,103,FV-00184218,25/04/2019,11584
EVENTO RS,103,FV-00184219,25/04/2019,6121
EVENTO RS,103,FV-00184220,25/04/2019,6686
EVENTO RS,103,FV-00184221,25/04/2019,1287
EVENTO RS,103,FV-00184222,25/04/2019,2520
EVENTO RS,103,FV-00184226,25/04/2019,15664
EVENTO RS,103,FV-00184227,25/04/2019,22320
EVENTO RS,103,FV-00184229,25/04/2019,17550
EVENTO RS,103,FV-00184230,25/04/2019,6550
EVENTO RS,103,FV-00184232,25/04/2019,2574
EVENTO RS,103,FV-00184233,25/04/2019,1810
EVENTO RS,103,FV-00184234,25/04/2019,6180
EVENTO RS,103,FV-00184235,25/04/2019,405840
EVENTO RS,103,FV-00184236,25/04/2019,128145
EVENTO RS,103,FV-00184237,25/04/2019,915040
EVENTO RS,103,FV-00184238,25/04/2019,410400
EVENTO RS,103,FV-00184240,25/04/2019,788400
EVENTO RS,103,FV-00184241,25/04/2019,26824
EVENTO RS,103,FV-00184242,25/04/2019,18000
EVENTO RS,103,FV-00184243,25/04/2019,7290
EVENTO RS,103,FV-00184245,25/04/2019,21520
EVENTO RS,103,FV-00184248,25/04/2019,563039
EVENTO RS,103,FV-00184249,25/04/2019,11220
EVENTO RS,103,FV-00184250,25/04/2019,47571
EVENTO RS,103,FV-00184253,25/04/2019,329400
EVENTO RS,103,FV-00184254,25/04/2019,28384
EVENTO RS,103,FV-00184255,25/04/2019,18960
EVENTO RS,103,FV-00184256,25/04/2019,6492
EVENTO RS,103,FV-00184257,25/04/2019,150032
EVENTO RS,103,FV-00184258,25/04/2019,3120
EVENTO RS,103,FV-00184259,25/04/2019,3110
EVENTO RS,103,FV-00184260,25/04/2019,57388
EVENTO RS,103,FV-00184261,25/04/2019,6300
EVENTO RS,103,FV-00184263,25/04/2019,35013
EVENTO RS,103,FV-00184265,25/04/2019,200160
EVENTO RS,103,FV-00184266,25/04/2019,26104
EVENTO RS,103,FV-00184267,25/04/2019,3150
EVENTO RS,103,FV-00184268,25/04/2019,4026
EVENTO RS,103,FV-00184269,25/04/2019,5040
EVENTO RS,103,FV-00184270,25/04/2019,183576
EVENTO RS,103,FV-00184271,25/04/2019,41728
EVENTO RS,103,FV-00184272,25/04/2019,456008
EVENTO RS,103,FV-00184273,25/04/2019,137432
EVENTO RS,103,FV-00184275,25/04/2019,8342
EVENTO RS,103,FV-00184276,25/04/2019,31320
EVENTO RS,103,FV-00184277,25/04/2019,7802
EVENTO RS,103,FV-00184278,25/04/2019,4265
EVENTO RS,103,FV-00184279,25/04/2019,31324
EVENTO RS,103,FV-00184280,25/04/2019,7333
EVENTO RS,103,FV-00184281,25/04/2019,50053
EVENTO RS,103,FV-00184283,25/04/2019,3023
EVENTO RS,103,FV-00184284,25/04/2019,30595
EVENTO RS,103,FV-00184286,25/04/2019,65315
EVENTO RS,103,FV-00184287,25/04/2019,2080800
EVENTO RS,103,FV-00184290,25/04/2019,6046
EVENTO RS,103,FV-00184291,25/04/2019,3690
EVENTO RS,103,FV-00184292,25/04/2019,137010
EVENTO RS,103,FV-00184295,25/04/2019,26104
EVENTO RS,103,FV-00184297,25/04/2019,4440
EVENTO RS,103,FV-00184298,25/04/2019,73310
EVENTO RS,103,FV-00184299,25/04/2019,6450
EVENTO RS,103,FV-00184300,25/04/2019,18000
EVENTO RS,103,FV-00184301,25/04/2019,21900
EVENTO RS,103,FV-00184302,25/04/2019,13384
EVENTO RS,103,FV-00184303,25/04/2019,114600
EVENTO RS,103,FV-00184304,25/04/2019,3500
EVENTO RS,103,FV-00184306,25/04/2019,5101
EVENTO RS,103,FV-00184307,25/04/2019,16710
EVENTO RS,103,FV-00184308,25/04/2019,32910
EVENTO RS,103,FV-00184309,25/04/2019,1287
EVENTO RS,103,FV-00184310,25/04/2019,8715
EVENTO RS,104,FV-00040155,1/04/2019,3259
EVENTO RS,104,FV-00040158,1/04/2019,9081
EVENTO RS,104,FV-00040159,1/04/2019,10496
EVENTO RS,104,FV-00040160,1/04/2019,7349
EVENTO RS,104,FV-00040162,1/04/2019,75060
EVENTO RS,104,FV-00040165,1/04/2019,7951
EVENTO RS,104,FV-00040167,1/04/2019,3120
EVENTO RS,104,FV-00040169,1/04/2019,7110
EVENTO RS,104,FV-00040170,1/04/2019,1800
EVENTO RS,104,FV-00040171,1/04/2019,73780
EVENTO RS,104,FV-00040172,1/04/2019,5040
EVENTO RS,104,FV-00040173,1/04/2019,1287
EVENTO RS,104,FV-00040174,1/04/2019,788
EVENTO RS,104,FV-00040176,1/04/2019,2170
EVENTO RS,104,FV-00040178,1/04/2019,80130
EVENTO RS,104,FV-00040185,1/04/2019,20055
EVENTO RS,104,FV-00040187,1/04/2019,2127
EVENTO RS,104,FV-00040191,1/04/2019,25644
EVENTO RS,104,FV-00040192,1/04/2019,7000
EVENTO RS,104,FV-00040195,1/04/2019,27199
EVENTO RS,104,FV-00040197,1/04/2019,5840
EVENTO RS,104,FV-00040198,1/04/2019,5940
EVENTO RS,104,FV-00040199,1/04/2019,5400
EVENTO RS,104,FV-00040200,1/04/2019,16374
EVENTO RS,104,FV-00040202,1/04/2019,28245
EVENTO RS,104,FV-00040203,1/04/2019,62912
EVENTO RS,104,FV-00040207,1/04/2019,3360
EVENTO RS,104,FV-00040210,1/04/2019,1400
EVENTO RS,104,FV-00040215,1/04/2019,10020
EVENTO RS,104,FV-00040216,1/04/2019,5220
EVENTO RS,104,FV-00040222,1/04/2019,1015
EVENTO RS,104,FV-00040224,1/04/2019,10710
EVENTO RS,104,FV-00040225,1/04/2019,8085
EVENTO RS,104,FV-00040226,1/04/2019,28350
EVENTO RS,104,FV-00040228,1/04/2019,221851
EVENTO RS,104,FV-00040229,1/04/2019,13500
EVENTO RS,104,FV-00040230,1/04/2019,420615
EVENTO RS,104,FV-00040232,1/04/2019,28920
EVENTO RS,104,FV-00040234,1/04/2019,1287
EVENTO RS,104,FV-00040235,1/04/2019,12309
EVENTO RS,104,FV-00040238,1/04/2019,110630
EVENTO RS,104,FV-00040239,1/04/2019,6950
EVENTO RS,104,FV-00040241,1/04/2019,6920
EVENTO RS,104,FV-00040243,2/04/2019,71820
EVENTO RS,104,FV-00040245,2/04/2019,1800
EVENTO RS,104,FV-00040251,2/04/2019,2916
EVENTO RS,104,FV-00040252,2/04/2019,26355
EVENTO RS,104,FV-00040253,2/04/2019,49813
EVENTO RS,104,FV-00040257,2/04/2019,17880
EVENTO RS,104,FV-00040259,2/04/2019,519288
EVENTO RS,104,FV-00040262,2/04/2019,5760
EVENTO RS,104,FV-00040270,2/04/2019,6255
EVENTO RS,104,FV-00040272,2/04/2019,5010
EVENTO RS,104,FV-00040276,2/04/2019,30640
EVENTO RS,104,FV-00040277,2/04/2019,14985
EVENTO RS,104,FV-00040278,2/04/2019,7230
EVENTO RS,104,FV-00040279,2/04/2019,12238
EVENTO RS,104,FV-00040282,2/04/2019,11692
EVENTO RS,104,FV-00040283,2/04/2019,60205
EVENTO RS,104,FV-00040285,2/04/2019,44910
EVENTO RS,104,FV-00040287,2/04/2019,2916
EVENTO RS,104,FV-00040288,2/04/2019,1807
EVENTO RS,104,FV-00040289,2/04/2019,1418
EVENTO RS,104,FV-00040290,2/04/2019,23764
EVENTO RS,104,FV-00040291,2/04/2019,3390
EVENTO RS,104,FV-00040292,2/04/2019,501168
EVENTO RS,104,FV-00040293,2/04/2019,167176
EVENTO RS,104,FV-00040295,2/04/2019,2850
EVENTO RS,104,FV-00040297,2/04/2019,18816
EVENTO RS,104,FV-00040300,2/04/2019,1246
EVENTO RS,104,FV-00040305,2/04/2019,2605
EVENTO RS,104,FV-00040308,2/04/2019,13050
EVENTO RS,104,FV-00040309,2/04/2019,511000
EVENTO RS,104,FV-00040313,2/04/2019,418380
EVENTO RS,104,FV-00040314,2/04/2019,89985
EVENTO RS,104,FV-00040316,2/04/2019,138440
EVENTO RS,104,FV-00040318,2/04/2019,3990
EVENTO RS,104,FV-00040320,2/04/2019,3570
EVENTO RS,104,FV-00040321,2/04/2019,6363
EVENTO RS,104,FV-00040323,3/04/2019,1689
EVENTO RS,104,FV-00040328,3/04/2019,508150
EVENTO RS,104,FV-00040331,3/04/2019,50100
EVENTO RS,104,FV-00040332,3/04/2019,137432
EVENTO RS,104,FV-00040333,3/04/2019,10940
EVENTO RS,104,FV-00040334,3/04/2019,5430
EVENTO RS,104,FV-00040336,3/04/2019,76968
EVENTO RS,104,FV-00040337,3/04/2019,8142
EVENTO RS,104,FV-00040345,3/04/2019,7790
EVENTO RS,104,FV-00040350,3/04/2019,6120
EVENTO RS,104,FV-00040351,3/04/2019,12060
EVENTO RS,104,FV-00040352,3/04/2019,6381
EVENTO RS,104,FV-00040353,3/04/2019,2520
EVENTO RS,104,FV-00040354,3/04/2019,7500
EVENTO RS,104,FV-00040356,3/04/2019,3895
EVENTO RS,104,FV-00040357,3/04/2019,2916
EVENTO RS,104,FV-00040364,3/04/2019,11500
EVENTO RS,104,FV-00040365,3/04/2019,11500
EVENTO RS,104,FV-00040367,3/04/2019,2400
EVENTO RS,104,FV-00040368,3/04/2019,10440
EVENTO RS,104,FV-00040371,3/04/2019,1050
EVENTO RS,104,FV-00040375,3/04/2019,2620
EVENTO RS,104,FV-00040378,3/04/2019,15160
EVENTO RS,104,FV-00040381,3/04/2019,101844
EVENTO RS,104,FV-00040385,3/04/2019,33985
EVENTO RS,104,FV-00040386,3/04/2019,30060
EVENTO RS,104,FV-00040388,3/04/2019,18980
EVENTO RS,104,FV-00040389,3/04/2019,18210
EVENTO RS,104,FV-00040392,3/04/2019,1740
EVENTO RS,104,FV-00040393,3/04/2019,2520
EVENTO RS,104,FV-00040395,3/04/2019,30060
EVENTO RS,104,FV-00040401,3/04/2019,1280
EVENTO RS,104,FV-00040404,3/04/2019,8760
EVENTO RS,104,FV-00040409,3/04/2019,1287
EVENTO RS,104,FV-00040414,4/04/2019,57060
EVENTO RS,104,FV-00040415,4/04/2019,4186
EVENTO RS,104,FV-00040417,4/04/2019,15064
EVENTO RS,104,FV-00040418,4/04/2019,6210
EVENTO RS,104,FV-00040420,4/04/2019,31268
EVENTO RS,104,FV-00040422,4/04/2019,13230
EVENTO RS,104,FV-00040424,4/04/2019,28920
EVENTO RS,104,FV-00040425,4/04/2019,16714
EVENTO RS,104,FV-00040431,4/04/2019,425
EVENTO RS,104,FV-00040433,4/04/2019,10597
EVENTO RS,104,FV-00040434,4/04/2019,67967
EVENTO RS,104,FV-00040437,4/04/2019,52231
EVENTO RS,104,FV-00040440,4/04/2019,7794
EVENTO RS,104,FV-00040441,4/04/2019,9900
EVENTO RS,104,FV-00040443,4/04/2019,6516
EVENTO RS,104,FV-00040446,4/04/2019,5368
EVENTO RS,104,FV-00040448,4/04/2019,3132
EVENTO RS,104,FV-00040449,4/04/2019,447
EVENTO RS,104,FV-00040451,4/04/2019,1920
EVENTO RS,104,FV-00040455,4/04/2019,6420
EVENTO RS,104,FV-00040456,4/04/2019,11250
EVENTO RS,104,FV-00040460,4/04/2019,8340
EVENTO RS,104,FV-00040461,4/04/2019,385245
EVENTO RS,104,FV-00040463,4/04/2019,14914
EVENTO RS,104,FV-00040464,4/04/2019,7350
EVENTO RS,104,FV-00040465,4/04/2019,14418
EVENTO RS,104,FV-00040467,4/04/2019,13500
EVENTO RS,104,FV-00040468,4/04/2019,79875
EVENTO RS,104,FV-00040473,4/04/2019,860
EVENTO RS,104,FV-00040475,4/04/2019,72624
EVENTO RS,104,FV-00040476,4/04/2019,1369
EVENTO RS,104,FV-00040481,4/04/2019,38160
EVENTO RS,104,FV-00040482,4/04/2019,31920
EVENTO RS,104,FV-00040487,4/04/2019,40695
EVENTO RS,104,FV-00040491,4/04/2019,111520
EVENTO RS,104,FV-00040493,4/04/2019,5190
EVENTO RS,104,FV-00040496,5/04/2019,27370
EVENTO RS,104,FV-00040500,5/04/2019,9115
EVENTO RS,104,FV-00040502,5/04/2019,40628
EVENTO RS,104,FV-00040506,5/04/2019,12648
EVENTO RS,104,FV-00040507,5/04/2019,1369
EVENTO RS,104,FV-00040508,5/04/2019,1701
EVENTO RS,104,FV-00040509,5/04/2019,2573
EVENTO RS,104,FV-00040511,5/04/2019,11240
EVENTO RS,104,FV-00040513,5/04/2019,4592
EVENTO RS,104,FV-00040518,5/04/2019,5670
EVENTO RS,104,FV-00040521,5/04/2019,728680
EVENTO RS,104,FV-00040524,5/04/2019,107352
EVENTO RS,104,FV-00040526,5/04/2019,9990
EVENTO RS,104,FV-00040527,5/04/2019,16590
EVENTO RS,104,FV-00040532,5/04/2019,30640
EVENTO RS,104,FV-00040533,5/04/2019,3870
EVENTO RS,104,FV-00040536,5/04/2019,14331
EVENTO RS,104,FV-00040538,5/04/2019,6330
EVENTO RS,104,FV-00040541,5/04/2019,28410
EVENTO RS,104,FV-00040542,5/04/2019,1369
EVENTO RS,104,FV-00040547,5/04/2019,74856
EVENTO RS,104,FV-00040549,5/04/2019,4472
EVENTO RS,104,FV-00040551,5/04/2019,1410
EVENTO RS,104,FV-00040555,5/04/2019,72975
EVENTO RS,104,FV-00040557,5/04/2019,8450
EVENTO RS,104,FV-00040560,6/04/2019,1369
EVENTO RS,104,FV-00040567,6/04/2019,9434
EVENTO RS,104,FV-00040568,6/04/2019,2850
EVENTO RS,104,FV-00040573,6/04/2019,3375
EVENTO RS,104,FV-00040576,6/04/2019,5220
EVENTO RS,104,FV-00040577,6/04/2019,1484
EVENTO RS,104,FV-00040579,6/04/2019,5220
EVENTO RS,104,FV-00040580,6/04/2019,9077
EVENTO RS,104,FV-00040585,6/04/2019,2820
EVENTO RS,104,FV-00040590,6/04/2019,7110
EVENTO RS,104,FV-00040591,6/04/2019,2442
EVENTO RS,104,FV-00040592,8/04/2019,33117
EVENTO RS,104,FV-00040600,8/04/2019,33088
EVENTO RS,104,FV-00040601,8/04/2019,3570
EVENTO RS,104,FV-00040602,8/04/2019,87360
EVENTO RS,104,FV-00040604,8/04/2019,14310
EVENTO RS,104,FV-00040606,8/04/2019,1592
EVENTO RS,104,FV-00040607,8/04/2019,1575
EVENTO RS,104,FV-00040611,8/04/2019,10260
EVENTO RS,104,FV-00040613,8/04/2019,27960
EVENTO RS,104,FV-00040614,8/04/2019,660
EVENTO RS,104,FV-00040616,8/04/2019,9660
EVENTO RS,104,FV-00040617,8/04/2019,21420
EVENTO RS,104,FV-00040618,8/04/2019,24236
EVENTO RS,104,FV-00040625,8/04/2019,37837
EVENTO RS,104,FV-00040626,8/04/2019,17832
EVENTO RS,104,FV-00040627,8/04/2019,3822
EVENTO RS,104,FV-00040628,8/04/2019,1369
EVENTO RS,104,FV-00040629,8/04/2019,11070
EVENTO RS,104,FV-00040630,8/04/2019,7290
EVENTO RS,104,FV-00040632,8/04/2019,4254
EVENTO RS,104,FV-00040635,8/04/2019,18655
EVENTO RS,104,FV-00040636,8/04/2019,28576
EVENTO RS,104,FV-00040638,8/04/2019,2574
EVENTO RS,104,FV-00040639,8/04/2019,5241
EVENTO RS,104,FV-00040643,8/04/2019,3842
EVENTO RS,104,FV-00040645,8/04/2019,18375
EVENTO RS,104,FV-00040647,8/04/2019,18660
EVENTO RS,104,FV-00040649,8/04/2019,9420
EVENTO RS,104,FV-00040656,8/04/2019,7560
EVENTO RS,104,FV-00040659,8/04/2019,27180
EVENTO RS,104,FV-00040667,8/04/2019,7116
EVENTO RS,104,FV-00040674,9/04/2019,7244
EVENTO RS,104,FV-00040677,9/04/2019,30960
EVENTO RS,104,FV-00040678,9/04/2019,96970
EVENTO RS,104,FV-00040681,9/04/2019,10369
EVENTO RS,104,FV-00040683,9/04/2019,11370
EVENTO RS,104,FV-00040685,9/04/2019,27000
EVENTO RS,104,FV-00040688,9/04/2019,10440
EVENTO RS,104,FV-00040690,9/04/2019,700
EVENTO RS,104,FV-00040691,9/04/2019,10080
EVENTO RS,104,FV-00040692,9/04/2019,24470
EVENTO RS,104,FV-00040697,9/04/2019,65955
EVENTO RS,104,FV-00040699,9/04/2019,11331
EVENTO RS,104,FV-00040702,9/04/2019,7380
EVENTO RS,104,FV-00040704,9/04/2019,2880
EVENTO RS,104,FV-00040706,9/04/2019,1490
EVENTO RS,104,FV-00040709,9/04/2019,5750
EVENTO RS,104,FV-00040712,9/04/2019,19110
EVENTO RS,104,FV-00040717,9/04/2019,35520
EVENTO RS,104,FV-00040718,9/04/2019,93770
EVENTO RS,104,FV-00040724,9/04/2019,11700
EVENTO RS,104,FV-00040729,9/04/2019,31680
EVENTO RS,104,FV-00040730,9/04/2019,1050
EVENTO RS,104,FV-00040731,9/04/2019,6496
EVENTO RS,104,FV-00040732,9/04/2019,1629
EVENTO RS,104,FV-00040733,9/04/2019,8594
EVENTO RS,104,FV-00040734,9/04/2019,28388
EVENTO RS,104,FV-00040735,9/04/2019,13195
EVENTO RS,104,FV-00040740,9/04/2019,187926
EVENTO RS,104,FV-00040743,9/04/2019,10080
EVENTO RS,104,FV-00040744,9/04/2019,7500
EVENTO RS,104,FV-00040746,10/04/2019,5200
EVENTO RS,104,FV-00040747,10/04/2019,379363
EVENTO RS,104,FV-00040748,10/04/2019,5869
EVENTO RS,104,FV-00040751,10/04/2019,98041
EVENTO RS,104,FV-00040754,10/04/2019,2900
EVENTO RS,104,FV-00040755,10/04/2019,14400
EVENTO RS,104,FV-00040758,10/04/2019,4248
EVENTO RS,104,FV-00040761,10/04/2019,9382
EVENTO RS,104,FV-00040763,10/04/2019,1882
EVENTO RS,104,FV-00040764,10/04/2019,423606
EVENTO RS,104,FV-00040773,10/04/2019,5940
EVENTO RS,104,FV-00040777,10/04/2019,1740
EVENTO RS,104,FV-00040779,10/04/2019,19934
EVENTO RS,104,FV-00040782,10/04/2019,23352
EVENTO RS,104,FV-00040785,10/04/2019,8719
EVENTO RS,104,FV-00040788,10/04/2019,28080
EVENTO RS,104,FV-00040789,10/04/2019,103074
EVENTO RS,104,FV-00040790,10/04/2019,28920
EVENTO RS,104,FV-00040791,10/04/2019,23090
EVENTO RS,104,FV-00040796,10/04/2019,14689
EVENTO RS,104,FV-00040797,10/04/2019,31920
EVENTO RS,104,FV-00040798,10/04/2019,13491
EVENTO RS,104,FV-00040799,10/04/2019,32400
EVENTO RS,104,FV-00040802,10/04/2019,3630
EVENTO RS,104,FV-00040804,10/04/2019,451737
EVENTO RS,104,FV-00040806,10/04/2019,3163
EVENTO RS,104,FV-00040808,10/04/2019,41271
EVENTO RS,104,FV-00040811,10/04/2019,10675
EVENTO RS,104,FV-00040813,10/04/2019,21330
EVENTO RS,104,FV-00040817,10/04/2019,23280
EVENTO RS,104,FV-00040819,10/04/2019,14064
EVENTO RS,104,FV-00040821,11/04/2019,2127
EVENTO RS,104,FV-00040828,11/04/2019,5220
EVENTO RS,104,FV-00040833,11/04/2019,510300
EVENTO RS,104,FV-00040834,11/04/2019,1980
EVENTO RS,104,FV-00040835,11/04/2019,7270
EVENTO RS,104,FV-00040836,11/04/2019,7070
EVENTO RS,104,FV-00040841,11/04/2019,69718
EVENTO RS,104,FV-00040842,11/04/2019,2016
EVENTO RS,104,FV-00040843,11/04/2019,10260
EVENTO RS,104,FV-00040844,11/04/2019,18000
EVENTO RS,104,FV-00040855,11/04/2019,2574
EVENTO RS,104,FV-00040856,11/04/2019,60720
EVENTO RS,104,FV-00040859,11/04/2019,9750
EVENTO RS,104,FV-00040871,12/04/2019,1680
EVENTO RS,104,FV-00040872,12/04/2019,3360
EVENTO RS,104,FV-00040874,12/04/2019,3600
EVENTO RS,104,FV-00040878,12/04/2019,1287
EVENTO RS,104,FV-00040879,12/04/2019,3030
EVENTO RS,104,FV-00040884,12/04/2019,45979
EVENTO RS,104,FV-00040885,12/04/2019,2545
EVENTO RS,104,FV-00040887,12/04/2019,3600
EVENTO RS,104,FV-00040888,12/04/2019,4146
EVENTO RS,104,FV-00040889,12/04/2019,20040
EVENTO RS,104,FV-00040890,12/04/2019,44460
EVENTO RS,104,FV-00040891,12/04/2019,8418
EVENTO RS,104,FV-00040895,12/04/2019,13420
EVENTO RS,104,FV-00040900,12/04/2019,3483
EVENTO RS,104,FV-00040904,12/04/2019,23219
EVENTO RS,104,FV-00040909,12/04/2019,1652
EVENTO RS,104,FV-00040910,12/04/2019,1629
EVENTO RS,104,FV-00040911,12/04/2019,6363
EVENTO RS,104,FV-00040914,12/04/2019,206550
EVENTO RS,104,FV-00040915,12/04/2019,31646
EVENTO RS,104,FV-00040916,12/04/2019,3480
EVENTO RS,104,FV-00040917,12/04/2019,79797
EVENTO RS,104,FV-00040923,12/04/2019,4950
EVENTO RS,104,FV-00040924,12/04/2019,73260
EVENTO RS,104,FV-00040925,12/04/2019,2850
EVENTO RS,104,FV-00040926,12/04/2019,182160
EVENTO RS,104,FV-00040932,12/04/2019,9150
EVENTO RS,104,FV-00040937,12/04/2019,7790
EVENTO RS,104,FV-00040939,12/04/2019,5040
EVENTO RS,104,FV-00040942,12/04/2019,12331
EVENTO RS,104,FV-00040948,12/04/2019,278375
EVENTO RS,104,FV-00040950,12/04/2019,4400
EVENTO RS,104,FV-00040951,12/04/2019,3502
EVENTO RS,104,FV-00040957,12/04/2019,46437
EVENTO RS,104,FV-00040962,12/04/2019,384770
EVENTO RS,104,FV-00040963,12/04/2019,30600
EVENTO RS,104,FV-00040970,12/04/2019,118908
EVENTO RS,104,FV-00040973,13/04/2019,175660
EVENTO RS,104,FV-00040976,13/04/2019,6363
EVENTO RS,104,FV-00040978,13/04/2019,6619
EVENTO RS,104,FV-00040979,13/04/2019,2320
EVENTO RS,104,FV-00040980,13/04/2019,101880
EVENTO RS,104,FV-00040982,13/04/2019,5820
EVENTO RS,104,FV-00040984,13/04/2019,4200
EVENTO RS,104,FV-00040986,13/04/2019,4800
EVENTO RS,104,FV-00040988,13/04/2019,64055
EVENTO RS,104,FV-00040989,13/04/2019,1680
EVENTO RS,104,FV-00040991,13/04/2019,7110
EVENTO RS,104,FV-00040997,13/04/2019,17247
EVENTO RS,104,FV-00040998,13/04/2019,5700
EVENTO RS,104,FV-00041000,13/04/2019,97062
EVENTO RS,104,FV-00041002,13/04/2019,3145
EVENTO RS,104,FV-00041003,13/04/2019,5904
EVENTO RS,104,FV-00041004,13/04/2019,10683
EVENTO RS,104,FV-00041005,13/04/2019,76890
EVENTO RS,104,FV-00041006,13/04/2019,2400
EVENTO RS,104,FV-00041007,13/04/2019,10496
EVENTO RS,104,FV-00041008,13/04/2019,10102
EVENTO RS,104,FV-00041009,13/04/2019,157974
EVENTO RS,104,FV-00041010,13/04/2019,1560
EVENTO RS,104,FV-00041014,13/04/2019,9389
EVENTO RS,104,FV-00041015,13/04/2019,28671
EVENTO RS,104,FV-00041018,15/04/2019,57150
EVENTO RS,104,FV-00041019,15/04/2019,3423
EVENTO RS,104,FV-00041023,15/04/2019,756
EVENTO RS,104,FV-00041026,15/04/2019,34174
EVENTO RS,104,FV-00041027,15/04/2019,2770
EVENTO RS,104,FV-00041030,15/04/2019,3480
EVENTO RS,104,FV-00041031,15/04/2019,6300
EVENTO RS,104,FV-00041034,15/04/2019,58186
EVENTO RS,104,FV-00041035,15/04/2019,30216
EVENTO RS,104,FV-00041038,15/04/2019,45870
EVENTO RS,104,FV-00041046,15/04/2019,18590
EVENTO RS,104,FV-00041047,15/04/2019,4308
EVENTO RS,104,FV-00041054,15/04/2019,219600
EVENTO RS,104,FV-00041061,15/04/2019,1050
EVENTO RS,104,FV-00041062,15/04/2019,1629
EVENTO RS,104,FV-00041064,15/04/2019,3147
EVENTO RS,104,FV-00041067,15/04/2019,28845
EVENTO RS,104,FV-00041068,15/04/2019,7477
EVENTO RS,104,FV-00041069,15/04/2019,9423
EVENTO RS,104,FV-00041070,15/04/2019,8310
EVENTO RS,104,FV-00041071,15/04/2019,250568
EVENTO RS,104,FV-00041072,15/04/2019,5220
EVENTO RS,104,FV-00041073,15/04/2019,10398
EVENTO RS,104,FV-00041074,15/04/2019,402
EVENTO RS,104,FV-00041075,15/04/2019,9730
EVENTO RS,104,FV-00041078,15/04/2019,3880
EVENTO RS,104,FV-00041083,15/04/2019,18000
EVENTO RS,104,FV-00041085,15/04/2019,8220
EVENTO RS,104,FV-00041086,15/04/2019,18150
EVENTO RS,104,FV-00041096,16/04/2019,10362
EVENTO RS,104,FV-00041102,16/04/2019,1592
EVENTO RS,104,FV-00041103,16/04/2019,3570
EVENTO RS,104,FV-00041105,16/04/2019,6503
EVENTO RS,104,FV-00041106,16/04/2019,16476
EVENTO RS,104,FV-00041112,16/04/2019,1369
EVENTO RS,104,FV-00041115,16/04/2019,6503
EVENTO RS,104,FV-00041116,16/04/2019,9239
EVENTO RS,104,FV-00041117,16/04/2019,1990
EVENTO RS,104,FV-00041119,16/04/2019,9058
EVENTO RS,104,FV-00041120,16/04/2019,75498
EVENTO RS,104,FV-00041121,16/04/2019,35520
EVENTO RS,104,FV-00041126,16/04/2019,20772
EVENTO RS,104,FV-00041127,16/04/2019,44520
EVENTO RS,104,FV-00041131,16/04/2019,146640
EVENTO RS,104,FV-00041132,16/04/2019,175880
EVENTO RS,104,FV-00041134,16/04/2019,3900
EVENTO RS,104,FV-00041136,16/04/2019,20880
EVENTO RS,104,FV-00041138,16/04/2019,34210
EVENTO RS,104,FV-00041145,16/04/2019,6363
EVENTO RS,104,FV-00041150,16/04/2019,6503
EVENTO RS,104,FV-00041153,16/04/2019,17188
EVENTO RS,104,FV-00041155,16/04/2019,19620
EVENTO RS,104,FV-00041156,16/04/2019,1287
EVENTO RS,104,FV-00041158,16/04/2019,9339
EVENTO RS,104,FV-00041161,16/04/2019,32220
EVENTO RS,104,FV-00041162,16/04/2019,9111
EVENTO RS,104,FV-00041163,16/04/2019,28470
EVENTO RS,104,FV-00041165,16/04/2019,16386
EVENTO RS,104,FV-00041167,16/04/2019,1652
